,singletrial_fname,AversiveSound
68,sub-0002_ses-04_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz,-0.24720457
69,sub-0002_ses-04_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz,0.078579426
70,sub-0002_ses-04_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.21222597
71,sub-0002_ses-04_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,-0.077997304
72,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,-0.35375604
73,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz,0.048900757
74,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.0479616
75,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,0.0016184417
76,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.36595142
77,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-0.37216902
78,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.10698429
79,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,-0.20085344
80,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.06821778
81,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,-0.35170388
82,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-0.07354877
83,sub-0002_ses-04_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz,-0.10998898
84,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz,0.27426726
85,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz,0.071052864
86,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz,0.12716436
87,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz,-0.068799116
88,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.02918341
89,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.06274431
90,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.05679039
91,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,0.05937487
92,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz,0.042044222
93,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.3082936
94,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,0.059020117
95,sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,-0.01917913
96,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.1779081
97,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.11950724
98,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.07180508
99,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,-0.13166435
100,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,-0.09448092
101,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,0.07584675
102,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.2812586
103,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.42996052
104,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz,0.028300108
105,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.25881726
106,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.10074068
107,sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,0.06938276
108,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.12626857
109,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,0.14625221
110,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz,-0.046056677
111,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,0.061325245
112,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.22011648
113,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,0.51513153
114,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.08028901
115,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz,-0.00037137995
116,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.06279415
117,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz,-0.25299078
118,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz,-0.08767332
119,sub-0002_ses-04_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,0.07835455
120,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.09058508
121,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,0.08159393
122,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,0.14359196
123,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,0.03341727
124,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.068732664
125,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,0.03639097
126,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz,0.049052898
127,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.31023854
128,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.24670154
129,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-0.012609895
130,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,0.05557742
131,sub-0002_ses-04_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,-0.022831675
132,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,0.05567276
133,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.103799395
134,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.09343757
135,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,-0.0351268
136,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.028075514
137,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.10626217
138,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,0.07020624
139,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,-0.14118984
140,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.049856015
141,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.105673455
142,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,0.005075646
143,sub-0003_ses-03_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz,-0.1126381
144,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.044533864
145,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.10461964
146,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.038100187
147,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,-0.10618334
148,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.05806543
149,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.05595982
150,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.15867724
151,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.15260908
152,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.06769895
153,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.11892197
154,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.15523036
155,sub-0003_ses-03_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.14961457
156,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.06309697
157,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.019745268
158,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.00055675383
159,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-0.119143024
160,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,-0.26814967
161,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.22282669
162,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.14681354
163,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,-0.016116291
164,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz,0.10566467
165,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.15335551
166,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.14320971
167,sub-0003_ses-03_run-03_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.052385963
168,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.03476937
169,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.13707715
170,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.09561398
171,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-0.08276324
172,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.2207197
173,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-0.06280749
174,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.10440067
175,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,0.10702931
176,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.0030847166
177,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-0.005073749
178,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.04467802
179,sub-0003_ses-03_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.075792715
180,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.027096696
181,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,-0.07425337
182,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,-0.1322784
183,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-0.15443523
184,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.11002424
185,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.13764222
186,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz,-0.07438198
187,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.15549387
188,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.19372013
189,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-0.11979447
190,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.12608416
191,sub-0003_ses-03_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,-0.02916996
192,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz,0.0039695967
193,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz,-0.08014626
194,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz,-0.066687584
195,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz,0.0163048
196,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,-0.012484471
197,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,0.02036164
198,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.021845384
199,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,0.024808418
200,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz,-0.037877116
201,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.22519143
202,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,0.089704715
203,sub-0003_ses-03_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.092137516
204,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,0.037406016
205,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.029987596
206,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz,0.09542758
207,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.06002411
208,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.11606676
209,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.12122152
210,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz,-0.012894785
211,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz,0.04562008
212,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,0.106389575
213,sub-0003_ses-04_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz,-0.08894942
