,singletrial_fname,Guilt_behavior
48,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-2.1927552
49,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.5385484
50,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,-3.3580697
51,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,3.8278625
52,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-3.177577
53,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-3.380248
54,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-2.6752362
55,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.9347042
56,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-4.2571797
57,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-1.7835877
58,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,-2.2293093
59,sub-0013_ses-01_run-06_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.30323446
60,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.17974876
61,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.019227065
62,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz,0.5788954
63,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,1.4803253
64,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.3639545
65,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.4193076
66,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-1.1749872
67,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.18854249
68,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-1.8954351
69,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,0.5152176
70,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,-0.3366839
71,sub-0014_ses-01_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,0.3287353
72,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,-0.4216597
73,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,1.3638026
74,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.22870311
75,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,0.27432144
76,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.07852982
77,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,0.7184177
78,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,0.21905139
79,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,0.2599187
80,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,0.8866685
81,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,1.3221184
82,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,0.3617889
83,sub-0014_ses-01_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,1.1848935
84,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,0.24777393
85,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,1.1787974
86,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.33796573
87,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,0.4312898
88,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,-0.279671
89,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,2.2053404
90,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.43689293
91,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,0.5740363
92,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz,-1.0540273
93,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,1.3063936
94,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-1.6299869
95,sub-0014_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.91323304
96,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,-0.22246885
97,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,1.1306146
98,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,-0.37380755
99,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,0.2427298
100,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,1.4115103
101,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,0.5111558
102,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz,1.0133052
103,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz,-0.05186649
104,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz,-0.70581746
105,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,0.98309004
106,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,0.11317525
107,sub-0015_ses-01_run-01_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,-0.015815346
108,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.6121459
109,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-1.943068
110,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,1.3784747
111,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-2.1373367
112,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.73492795
113,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.4875881
114,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-1.6938441
115,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-2.950124
116,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.47354668
117,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.78731513
118,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,-2.7144654
119,sub-0015_ses-01_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.33943516
120,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,0.6744919
121,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,-1.0170853
122,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-1.3357201
123,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-1.870591
124,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz,-0.41840908
125,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.48650384
126,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz,-1.0465444
127,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,-0.6983351
128,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.17746468
129,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-1.6311854
130,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,2.2849836
131,sub-0015_ses-01_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,-0.7921796
132,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,-0.70550185
133,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.9154021
134,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,-0.8085988
135,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,0.30382094
136,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.19759786
137,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,1.0653998
138,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,1.0004239
139,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,1.5567713
140,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.18241599
141,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-2.5456438
142,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-2.041477e-05
143,sub-0015_ses-01_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,1.3621483
144,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,-1.0292094
145,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-2.1239123
146,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-2.7977145
147,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,1.4678175
148,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-4.7858744
149,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-2.3728905
150,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-3.4809964
151,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-2.0492618
152,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,-2.7849584
153,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-4.485686
154,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,-1.5840428
155,sub-0015_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,5.7444053
156,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,2.1426945
157,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.7880594
158,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,6.684793
159,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-1.7741193
160,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-3.2174006
161,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-4.9669333
162,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,0.17495891
163,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,1.1856662
164,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,2.2632194
165,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-5.305863
166,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,-1.4179906
167,sub-0015_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,0.63613313
168,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.80091834
169,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,0.19686502
170,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.6120109
171,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,0.25599295
172,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,0.35118178
173,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,-0.96484685
174,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.8217589
175,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-1.6544079
176,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz,0.9780741
177,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.3910445
178,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.78378516
179,sub-0016_ses-01_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.44518635
180,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,1.2551584
181,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.48597732
182,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,0.04839433
183,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,1.3903583
184,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.18101965
185,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.38326824
186,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,1.6189629
187,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,1.0713127
188,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.007682476
189,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.584872
190,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,-0.727506
191,sub-0016_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.6799627
192,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,0.84981406
193,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,1.2535188
194,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,2.1541553
195,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,1.7489854
196,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,1.0871009
197,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,1.5524638
198,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.16354223
199,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.20489612
200,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz,0.88493234
201,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.7147403
202,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-1.3243223
203,sub-0016_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,1.1442653
204,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,0.8489425
205,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.27123114
206,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,0.6568029
207,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,1.3137091
208,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,1.768782
209,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,0.6260862
210,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,0.13883193
211,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,0.9130042
212,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.82316715
213,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,0.42246374
214,sub-0016_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.09712723
