,sub,ses,run,runtype,event,trial,cuetype,stimintensity
144,8,4,1,cognitive,stimulus,4,high,med
145,8,4,1,cognitive,stimulus,5,high,high
146,8,4,1,cognitive,stimulus,6,high,med
147,8,4,1,cognitive,stimulus,7,high,low
148,8,4,1,cognitive,stimulus,8,high,low
149,8,4,1,cognitive,stimulus,9,high,high
150,8,4,6,cognitive,stimulus,1,high,med
151,8,4,6,cognitive,stimulus,4,high,low
152,8,4,6,cognitive,stimulus,5,high,med
153,8,4,6,cognitive,stimulus,6,high,low
154,8,4,6,cognitive,stimulus,10,high,high
155,8,4,6,cognitive,stimulus,11,high,high
156,9,3,3,cognitive,stimulus,1,high,med
157,9,3,3,cognitive,stimulus,2,high,low
158,9,3,3,cognitive,stimulus,3,high,high
159,9,3,3,cognitive,stimulus,8,high,low
160,9,3,3,cognitive,stimulus,9,high,high
161,9,3,3,cognitive,stimulus,10,high,med
162,9,3,4,cognitive,stimulus,,high,low
163,9,3,4,cognitive,stimulus,4,high,med
164,9,3,4,cognitive,stimulus,5,high,high
165,9,3,4,cognitive,stimulus,6,high,low
166,9,3,4,cognitive,stimulus,7,high,high
167,9,3,4,cognitive,stimulus,11,high,med
168,9,4,2,cognitive,stimulus,,high,high
169,9,4,2,cognitive,stimulus,2,high,high
170,9,4,2,cognitive,stimulus,4,high,low
171,9,4,2,cognitive,stimulus,5,high,med
172,9,4,2,cognitive,stimulus,7,high,low
173,9,4,2,cognitive,stimulus,9,high,med
174,9,4,4,cognitive,stimulus,,high,med
175,9,4,4,cognitive,stimulus,1,high,high
176,9,4,4,cognitive,stimulus,3,high,low
177,9,4,4,cognitive,stimulus,4,high,med
178,9,4,4,cognitive,stimulus,8,high,high
179,9,4,4,cognitive,stimulus,10,high,low
180,10,3,2,cognitive,stimulus,3,high,low
181,10,3,2,cognitive,stimulus,4,high,med
182,10,3,2,cognitive,stimulus,5,high,high
183,10,3,2,cognitive,stimulus,6,high,low
184,10,3,2,cognitive,stimulus,8,high,high
185,10,3,2,cognitive,stimulus,10,high,med
186,10,3,5,cognitive,stimulus,,high,low
187,10,3,5,cognitive,stimulus,1,high,low
188,10,3,5,cognitive,stimulus,2,high,med
189,10,3,5,cognitive,stimulus,4,high,high
190,10,3,5,cognitive,stimulus,6,high,high
191,10,3,5,cognitive,stimulus,7,high,med
192,10,4,1,cognitive,stimulus,4,high,med
193,10,4,1,cognitive,stimulus,5,high,high
194,10,4,1,cognitive,stimulus,6,high,med
195,10,4,1,cognitive,stimulus,7,high,low
196,10,4,1,cognitive,stimulus,8,high,low
197,10,4,1,cognitive,stimulus,9,high,high
198,10,4,6,cognitive,stimulus,1,high,med
199,10,4,6,cognitive,stimulus,4,high,low
200,10,4,6,cognitive,stimulus,5,high,med
201,10,4,6,cognitive,stimulus,6,high,low
202,10,4,6,cognitive,stimulus,10,high,high
203,10,4,6,cognitive,stimulus,11,high,high
204,11,3,3,cognitive,stimulus,,high,med
205,11,3,3,cognitive,stimulus,1,high,low
206,11,3,3,cognitive,stimulus,3,high,high
207,11,3,3,cognitive,stimulus,4,high,high
208,11,3,3,cognitive,stimulus,6,high,med
209,11,3,3,cognitive,stimulus,7,high,low
210,11,3,6,cognitive,stimulus,1,high,low
211,11,3,6,cognitive,stimulus,2,high,high
212,11,3,6,cognitive,stimulus,4,high,low
213,11,3,6,cognitive,stimulus,7,high,med
214,11,3,6,cognitive,stimulus,9,high,med
215,11,3,6,cognitive,stimulus,11,high,high
216,11,4,3,cognitive,stimulus,,high,med
217,11,4,3,cognitive,stimulus,2,high,low
218,11,4,3,cognitive,stimulus,3,high,high
219,11,4,3,cognitive,stimulus,4,high,low
220,11,4,3,cognitive,stimulus,5,high,med
221,11,4,3,cognitive,stimulus,8,high,high
222,11,4,4,cognitive,stimulus,,high,med
223,11,4,4,cognitive,stimulus,1,high,high
224,11,4,4,cognitive,stimulus,3,high,low
225,11,4,4,cognitive,stimulus,4,high,med
226,11,4,4,cognitive,stimulus,8,high,high
227,11,4,4,cognitive,stimulus,10,high,low
228,13,1,1,cognitive,stimulus,2,high,med
229,13,1,1,cognitive,stimulus,4,high,med
230,13,1,1,cognitive,stimulus,7,high,high
231,13,1,1,cognitive,stimulus,8,high,high
232,13,1,1,cognitive,stimulus,9,high,low
233,13,1,1,cognitive,stimulus,10,high,low
234,13,1,5,cognitive,stimulus,,high,low
235,13,1,5,cognitive,stimulus,2,high,high
236,13,1,5,cognitive,stimulus,4,high,low
237,13,1,5,cognitive,stimulus,5,high,med
238,13,1,5,cognitive,stimulus,7,high,med
239,13,1,5,cognitive,stimulus,10,high,high
240,13,3,3,cognitive,stimulus,1,high,med
241,13,3,3,cognitive,stimulus,2,high,low
242,13,3,3,cognitive,stimulus,3,high,high
243,13,3,3,cognitive,stimulus,8,high,low
244,13,3,3,cognitive,stimulus,9,high,high
245,13,3,3,cognitive,stimulus,10,high,med
246,13,3,4,cognitive,stimulus,,high,low
247,13,3,4,cognitive,stimulus,4,high,med
248,13,3,4,cognitive,stimulus,5,high,high
249,13,3,4,cognitive,stimulus,6,high,low
250,13,3,4,cognitive,stimulus,7,high,high
251,13,3,4,cognitive,stimulus,11,high,med
252,13,4,1,cognitive,stimulus,,high,med
253,13,4,1,cognitive,stimulus,1,high,high
254,13,4,1,cognitive,stimulus,3,high,low
255,13,4,1,cognitive,stimulus,4,high,med
256,13,4,1,cognitive,stimulus,8,high,high
257,13,4,1,cognitive,stimulus,10,high,low
258,13,4,6,cognitive,stimulus,,high,high
259,13,4,6,cognitive,stimulus,2,high,high
260,13,4,6,cognitive,stimulus,4,high,low
261,13,4,6,cognitive,stimulus,5,high,med
262,13,4,6,cognitive,stimulus,7,high,low
263,13,4,6,cognitive,stimulus,9,high,med
264,14,1,5,cognitive,stimulus,,high,med
265,14,1,5,cognitive,stimulus,2,high,low
266,14,1,5,cognitive,stimulus,4,high,high
267,14,1,5,cognitive,stimulus,7,high,med
268,14,1,5,cognitive,stimulus,8,high,low
269,14,1,5,cognitive,stimulus,10,high,high
270,14,3,2,cognitive,stimulus,1,high,low
271,14,3,2,cognitive,stimulus,2,high,high
272,14,3,2,cognitive,stimulus,4,high,low
273,14,3,2,cognitive,stimulus,7,high,med
274,14,3,2,cognitive,stimulus,9,high,med
275,14,3,2,cognitive,stimulus,11,high,high
276,14,3,4,cognitive,stimulus,,high,med
277,14,3,4,cognitive,stimulus,1,high,low
278,14,3,4,cognitive,stimulus,3,high,high
279,14,3,4,cognitive,stimulus,4,high,high
280,14,3,4,cognitive,stimulus,6,high,med
281,14,3,4,cognitive,stimulus,7,high,low
282,14,4,3,cognitive,stimulus,,high,med
283,14,4,3,cognitive,stimulus,1,high,high
284,14,4,3,cognitive,stimulus,3,high,low
285,14,4,3,cognitive,stimulus,4,high,med
286,14,4,3,cognitive,stimulus,8,high,high
287,14,4,3,cognitive,stimulus,10,high,low
288,14,4,6,cognitive,stimulus,,high,med
289,14,4,6,cognitive,stimulus,2,high,low
290,14,4,6,cognitive,stimulus,3,high,high
291,14,4,6,cognitive,stimulus,4,high,low
292,14,4,6,cognitive,stimulus,5,high,med
293,14,4,6,cognitive,stimulus,8,high,high
294,15,1,2,cognitive,stimulus,,high,low
295,15,1,2,cognitive,stimulus,4,high,med
296,15,1,2,cognitive,stimulus,5,high,high
297,15,1,2,cognitive,stimulus,6,high,low
298,15,1,2,cognitive,stimulus,7,high,high
299,15,1,2,cognitive,stimulus,11,high,med
300,15,1,4,cognitive,stimulus,2,high,med
301,15,1,4,cognitive,stimulus,4,high,med
302,15,1,4,cognitive,stimulus,7,high,high
303,15,1,4,cognitive,stimulus,8,high,high
304,15,1,4,cognitive,stimulus,9,high,low
305,15,1,4,cognitive,stimulus,10,high,low
306,16,1,3,cognitive,stimulus,,high,high
307,16,1,3,cognitive,stimulus,3,high,high
308,16,1,3,cognitive,stimulus,5,high,low
309,16,1,3,cognitive,stimulus,7,high,med
310,16,1,3,cognitive,stimulus,8,high,med
311,16,1,3,cognitive,stimulus,10,high,low
312,16,1,6,cognitive,stimulus,1,high,low
313,16,1,6,cognitive,stimulus,3,high,med
314,16,1,6,cognitive,stimulus,6,high,high
315,16,1,6,cognitive,stimulus,9,high,low
316,16,1,6,cognitive,stimulus,10,high,med
317,16,1,6,cognitive,stimulus,11,high,high
318,16,3,1,cognitive,stimulus,,high,low
319,16,3,1,cognitive,stimulus,1,high,low
320,16,3,1,cognitive,stimulus,2,high,med
321,16,3,1,cognitive,stimulus,4,high,high
322,16,3,1,cognitive,stimulus,6,high,high
323,16,3,1,cognitive,stimulus,7,high,med
324,16,3,5,cognitive,stimulus,3,high,low
325,16,3,5,cognitive,stimulus,4,high,med
326,16,3,5,cognitive,stimulus,5,high,high
327,16,3,5,cognitive,stimulus,6,high,low
328,16,3,5,cognitive,stimulus,8,high,high
329,16,3,5,cognitive,stimulus,10,high,med
330,16,4,2,cognitive,stimulus,4,high,med
331,16,4,2,cognitive,stimulus,5,high,high
332,16,4,2,cognitive,stimulus,6,high,med
333,16,4,2,cognitive,stimulus,7,high,low
334,16,4,2,cognitive,stimulus,8,high,low
335,16,4,2,cognitive,stimulus,9,high,high
336,16,4,5,cognitive,stimulus,1,high,med
337,16,4,5,cognitive,stimulus,4,high,low
338,16,4,5,cognitive,stimulus,5,high,med
339,16,4,5,cognitive,stimulus,6,high,low
340,16,4,5,cognitive,stimulus,10,high,high
341,16,4,5,cognitive,stimulus,11,high,high
342,17,1,2,cognitive,stimulus,,high,high
343,17,1,2,cognitive,stimulus,3,high,high
344,17,1,2,cognitive,stimulus,5,high,low
345,17,1,2,cognitive,stimulus,7,high,med
346,17,1,2,cognitive,stimulus,8,high,med
347,17,1,2,cognitive,stimulus,10,high,low
348,17,1,5,cognitive,stimulus,1,high,low
349,17,1,5,cognitive,stimulus,3,high,med
350,17,1,5,cognitive,stimulus,6,high,high
351,17,1,5,cognitive,stimulus,9,high,low
352,17,1,5,cognitive,stimulus,10,high,med
353,17,1,5,cognitive,stimulus,11,high,high
354,17,3,1,cognitive,stimulus,3,high,low
355,17,3,1,cognitive,stimulus,4,high,med
356,17,3,1,cognitive,stimulus,5,high,high
357,17,3,1,cognitive,stimulus,6,high,low
358,17,3,1,cognitive,stimulus,8,high,high
359,17,3,1,cognitive,stimulus,10,high,med
360,17,3,6,cognitive,stimulus,,high,low
361,17,3,6,cognitive,stimulus,1,high,low
362,17,3,6,cognitive,stimulus,2,high,med
363,17,3,6,cognitive,stimulus,4,high,high
364,17,3,6,cognitive,stimulus,6,high,high
365,17,3,6,cognitive,stimulus,7,high,med
366,17,4,3,cognitive,stimulus,1,high,med
367,17,4,3,cognitive,stimulus,4,high,low
368,17,4,3,cognitive,stimulus,5,high,med
369,17,4,3,cognitive,stimulus,6,high,low
370,17,4,3,cognitive,stimulus,10,high,high
371,17,4,3,cognitive,stimulus,11,high,high
372,17,4,4,cognitive,stimulus,4,high,med
373,17,4,4,cognitive,stimulus,5,high,high
374,17,4,4,cognitive,stimulus,6,high,med
375,17,4,4,cognitive,stimulus,7,high,low
376,17,4,4,cognitive,stimulus,8,high,low
377,17,4,4,cognitive,stimulus,9,high,high
378,18,3,1,cognitive,stimulus,2,high,low
379,18,3,1,cognitive,stimulus,3,high,med
380,18,3,1,cognitive,stimulus,4,high,high
381,18,3,1,cognitive,stimulus,7,high,high
382,18,3,1,cognitive,stimulus,8,high,low
383,18,3,1,cognitive,stimulus,11,high,med
384,18,3,5,cognitive,stimulus,3,high,low
385,18,3,5,cognitive,stimulus,4,high,med
386,18,3,5,cognitive,stimulus,5,high,high
387,18,3,5,cognitive,stimulus,6,high,low
388,18,3,5,cognitive,stimulus,8,high,high
389,18,3,5,cognitive,stimulus,10,high,med
390,18,4,3,cognitive,stimulus,,high,low
391,18,4,3,cognitive,stimulus,2,high,low
392,18,4,3,cognitive,stimulus,4,high,high
393,18,4,3,cognitive,stimulus,8,high,high
394,18,4,3,cognitive,stimulus,10,high,med
395,18,4,3,cognitive,stimulus,11,high,med
396,18,4,6,cognitive,stimulus,1,high,med
397,18,4,6,cognitive,stimulus,4,high,low
398,18,4,6,cognitive,stimulus,5,high,med
399,18,4,6,cognitive,stimulus,6,high,low
400,18,4,6,cognitive,stimulus,10,high,high
401,18,4,6,cognitive,stimulus,11,high,high
402,19,3,3,cognitive,stimulus,,high,low
403,19,3,3,cognitive,stimulus,4,high,med
404,19,3,3,cognitive,stimulus,5,high,high
405,19,3,3,cognitive,stimulus,6,high,low
406,19,3,3,cognitive,stimulus,7,high,high
407,19,3,3,cognitive,stimulus,11,high,med
408,19,3,6,cognitive,stimulus,1,high,med
409,19,3,6,cognitive,stimulus,2,high,low
410,19,3,6,cognitive,stimulus,3,high,high
411,19,3,6,cognitive,stimulus,8,high,low
412,19,3,6,cognitive,stimulus,9,high,high
413,19,3,6,cognitive,stimulus,10,high,med
414,19,4,1,cognitive,stimulus,,high,med
415,19,4,1,cognitive,stimulus,1,high,high
416,19,4,1,cognitive,stimulus,3,high,low
417,19,4,1,cognitive,stimulus,4,high,med
418,19,4,1,cognitive,stimulus,8,high,high
419,19,4,1,cognitive,stimulus,10,high,low
420,19,4,6,cognitive,stimulus,,high,high
421,19,4,6,cognitive,stimulus,2,high,high
422,19,4,6,cognitive,stimulus,4,high,low
423,19,4,6,cognitive,stimulus,5,high,med
424,19,4,6,cognitive,stimulus,7,high,low
425,19,4,6,cognitive,stimulus,9,high,med
426,21,3,1,cognitive,stimulus,,high,med
427,21,3,1,cognitive,stimulus,1,high,low
428,21,3,1,cognitive,stimulus,3,high,high
429,21,3,1,cognitive,stimulus,4,high,high
430,21,3,1,cognitive,stimulus,6,high,med
431,21,3,1,cognitive,stimulus,7,high,low
432,21,3,6,cognitive,stimulus,1,high,low
433,21,3,6,cognitive,stimulus,2,high,high
434,21,3,6,cognitive,stimulus,4,high,low
435,21,3,6,cognitive,stimulus,7,high,med
436,21,3,6,cognitive,stimulus,9,high,med
437,21,3,6,cognitive,stimulus,11,high,high
438,21,4,1,cognitive,stimulus,,high,med
439,21,4,1,cognitive,stimulus,2,high,low
440,21,4,1,cognitive,stimulus,3,high,high
441,21,4,1,cognitive,stimulus,4,high,low
442,21,4,1,cognitive,stimulus,5,high,med
443,21,4,1,cognitive,stimulus,8,high,high
444,21,4,5,cognitive,stimulus,,high,med
445,21,4,5,cognitive,stimulus,1,high,high
446,21,4,5,cognitive,stimulus,3,high,low
447,21,4,5,cognitive,stimulus,4,high,med
448,21,4,5,cognitive,stimulus,8,high,high
449,21,4,5,cognitive,stimulus,10,high,low
450,23,4,1,cognitive,stimulus,4,high,med
451,23,4,1,cognitive,stimulus,5,high,high
452,23,4,1,cognitive,stimulus,6,high,med
453,23,4,1,cognitive,stimulus,7,high,low
454,23,4,1,cognitive,stimulus,8,high,low
455,23,4,1,cognitive,stimulus,9,high,high
456,23,4,6,cognitive,stimulus,1,high,med
457,23,4,6,cognitive,stimulus,4,high,low
458,23,4,6,cognitive,stimulus,5,high,med
459,23,4,6,cognitive,stimulus,6,high,low
460,23,4,6,cognitive,stimulus,10,high,high
461,23,4,6,cognitive,stimulus,11,high,high
462,24,3,1,cognitive,stimulus,2,high,low
463,24,3,1,cognitive,stimulus,3,high,med
464,24,3,1,cognitive,stimulus,4,high,high
465,24,3,1,cognitive,stimulus,7,high,high
466,24,3,1,cognitive,stimulus,8,high,low
467,24,3,1,cognitive,stimulus,11,high,med
468,24,4,2,cognitive,stimulus,1,high,med
469,24,4,2,cognitive,stimulus,4,high,low
470,24,4,2,cognitive,stimulus,5,high,med
471,24,4,2,cognitive,stimulus,6,high,low
472,24,4,2,cognitive,stimulus,10,high,high
473,24,4,2,cognitive,stimulus,11,high,high
474,24,4,4,cognitive,stimulus,,high,low
475,24,4,4,cognitive,stimulus,2,high,low
476,24,4,4,cognitive,stimulus,4,high,high
477,24,4,4,cognitive,stimulus,8,high,high
478,24,4,4,cognitive,stimulus,10,high,med
479,24,4,4,cognitive,stimulus,11,high,med
480,25,1,2,cognitive,stimulus,2,high,med
481,25,1,2,cognitive,stimulus,4,high,med
482,25,1,2,cognitive,stimulus,7,high,high
483,25,1,2,cognitive,stimulus,8,high,high
484,25,1,2,cognitive,stimulus,9,high,low
485,25,1,2,cognitive,stimulus,10,high,low
486,25,1,4,cognitive,stimulus,,high,low
487,25,1,4,cognitive,stimulus,2,high,high
488,25,1,4,cognitive,stimulus,4,high,low
489,25,1,4,cognitive,stimulus,5,high,med
490,25,1,4,cognitive,stimulus,7,high,med
491,25,1,4,cognitive,stimulus,10,high,high
492,25,3,2,cognitive,stimulus,,high,low
493,25,3,2,cognitive,stimulus,4,high,med
494,25,3,2,cognitive,stimulus,5,high,high
495,25,3,2,cognitive,stimulus,6,high,low
496,25,3,2,cognitive,stimulus,7,high,high
497,25,3,2,cognitive,stimulus,11,high,med
498,25,3,5,cognitive,stimulus,1,high,med
499,25,3,5,cognitive,stimulus,2,high,low
500,25,3,5,cognitive,stimulus,3,high,high
501,25,3,5,cognitive,stimulus,8,high,low
502,25,3,5,cognitive,stimulus,9,high,high
503,25,3,5,cognitive,stimulus,10,high,med
504,25,4,1,cognitive,stimulus,,high,high
505,25,4,1,cognitive,stimulus,2,high,high
506,25,4,1,cognitive,stimulus,4,high,low
507,25,4,1,cognitive,stimulus,5,high,med
508,25,4,1,cognitive,stimulus,7,high,low
509,25,4,1,cognitive,stimulus,9,high,med
510,25,4,5,cognitive,stimulus,,high,med
511,25,4,5,cognitive,stimulus,1,high,high
512,25,4,5,cognitive,stimulus,3,high,low
513,25,4,5,cognitive,stimulus,4,high,med
514,25,4,5,cognitive,stimulus,8,high,high
515,25,4,5,cognitive,stimulus,10,high,low
516,26,1,3,cognitive,stimulus,2,high,med
517,26,1,3,cognitive,stimulus,4,high,med
518,26,1,3,cognitive,stimulus,7,high,high
519,26,1,3,cognitive,stimulus,8,high,high
520,26,1,3,cognitive,stimulus,9,high,low
521,26,1,3,cognitive,stimulus,10,high,low
522,26,1,6,cognitive,stimulus,,high,low
523,26,1,6,cognitive,stimulus,4,high,med
524,26,1,6,cognitive,stimulus,5,high,high
525,26,1,6,cognitive,stimulus,6,high,low
526,26,1,6,cognitive,stimulus,7,high,high
527,26,1,6,cognitive,stimulus,11,high,med
528,26,3,1,cognitive,stimulus,3,high,low
529,26,3,1,cognitive,stimulus,4,high,med
530,26,3,1,cognitive,stimulus,5,high,high
531,26,3,1,cognitive,stimulus,6,high,low
532,26,3,1,cognitive,stimulus,8,high,high
533,26,3,1,cognitive,stimulus,10,high,med
534,26,3,6,cognitive,stimulus,2,high,low
535,26,3,6,cognitive,stimulus,3,high,med
536,26,3,6,cognitive,stimulus,4,high,high
537,26,3,6,cognitive,stimulus,7,high,high
538,26,3,6,cognitive,stimulus,8,high,low
539,26,3,6,cognitive,stimulus,11,high,med
540,26,4,3,cognitive,stimulus,1,high,med
541,26,4,3,cognitive,stimulus,4,high,low
542,26,4,3,cognitive,stimulus,5,high,med
543,26,4,3,cognitive,stimulus,6,high,low
544,26,4,3,cognitive,stimulus,10,high,high
545,26,4,3,cognitive,stimulus,11,high,high
546,26,4,4,cognitive,stimulus,,high,low
547,26,4,4,cognitive,stimulus,2,high,low
548,26,4,4,cognitive,stimulus,4,high,high
549,26,4,4,cognitive,stimulus,8,high,high
550,26,4,4,cognitive,stimulus,10,high,med
551,26,4,4,cognitive,stimulus,11,high,med
552,28,1,2,cognitive,stimulus,,high,high
553,28,1,2,cognitive,stimulus,3,high,high
554,28,1,2,cognitive,stimulus,5,high,low
555,28,1,2,cognitive,stimulus,7,high,med
556,28,1,2,cognitive,stimulus,8,high,med
557,28,1,2,cognitive,stimulus,10,high,low
558,28,1,5,cognitive,stimulus,1,high,low
559,28,1,5,cognitive,stimulus,3,high,med
560,28,1,5,cognitive,stimulus,6,high,high
561,28,1,5,cognitive,stimulus,9,high,low
562,28,1,5,cognitive,stimulus,10,high,med
563,28,1,5,cognitive,stimulus,11,high,high
564,29,1,3,cognitive,stimulus,,high,low
565,29,1,3,cognitive,stimulus,2,high,high
566,29,1,3,cognitive,stimulus,4,high,low
567,29,1,3,cognitive,stimulus,5,high,med
568,29,1,3,cognitive,stimulus,7,high,med
569,29,1,3,cognitive,stimulus,10,high,high
570,29,1,6,cognitive,stimulus,2,high,med
571,29,1,6,cognitive,stimulus,4,high,med
572,29,1,6,cognitive,stimulus,7,high,high
573,29,1,6,cognitive,stimulus,8,high,high
574,29,1,6,cognitive,stimulus,9,high,low
575,29,1,6,cognitive,stimulus,10,high,low
576,29,3,3,cognitive,stimulus,1,high,med
577,29,3,3,cognitive,stimulus,2,high,low
578,29,3,3,cognitive,stimulus,3,high,high
579,29,3,3,cognitive,stimulus,8,high,low
580,29,3,3,cognitive,stimulus,9,high,high
581,29,3,3,cognitive,stimulus,10,high,med
