	filename	sub	ses	run	runtype	cuetype	stimtype	singletrial_name	singletrial_index	intercept	beta	modelfit
50	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	low	high	epoch-stim_trial-002_cue-low_stim-high	trial-003	-1.1443174067100979	1.2396837409372643	0.4932584131684834
51	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	high	low	epoch-stim_trial-003_cue-high_stim-low	trial-004	-1.1443174067100979	2.4281992517370483	0.4932584131684834
52	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	high	med	epoch-stim_trial-004_cue-high_stim-med	trial-005	-1.1443174067100979	2.2437757889405283	0.4932584131684834
53	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	low	low	epoch-stim_trial-005_cue-low_stim-low	trial-006	-1.1443174067100979	2.23953541168209	0.4932584131684834
54	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	low	med	epoch-stim_trial-006_cue-low_stim-med	trial-007	-1.1443174067100979	1.6573488151606468	0.4932584131684834
55	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	low	med	epoch-stim_trial-007_cue-low_stim-med	trial-008	-1.1443174067100979	1.911658769456643	0.4932584131684834
56	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	high	high	epoch-stim_trial-008_cue-high_stim-high	trial-009	-1.1443174067100979	2.3155037826187312	0.4932584131684834
57	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	low	low	epoch-stim_trial-009_cue-low_stim-low	trial-010	-1.1443174067100979	1.5765731328035932	0.4932584131684834
58	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	high	low	epoch-stim_trial-010_cue-high_stim-low	trial-011	-1.1443174067100979	2.3531763236121717	0.4932584131684834
59	sub-0016_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-03	pain	low	high	epoch-stim_trial-011_cue-low_stim-high	trial-012	-1.1443174067100979	2.1132373271375586	0.4932584131684834
60	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	low	low	epoch-stim_trial-000_cue-low_stim-low	trial-001	-0.8283155463903437	2.7980147068720873	0.31503680436547865
61	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	high	med	epoch-stim_trial-001_cue-high_stim-med	trial-002	-0.8283155463903437	2.5589197535046426	0.31503680436547865
62	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	high	low	epoch-stim_trial-002_cue-high_stim-low	trial-003	-0.8283155463903437	1.5844595818860738	0.31503680436547865
63	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	high	high	epoch-stim_trial-003_cue-high_stim-high	trial-004	-0.8283155463903437	1.5236342735995216	0.31503680436547865
64	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	low	med	epoch-stim_trial-004_cue-low_stim-med	trial-005	-0.8283155463903437	1.7024738467078135	0.31503680436547865
65	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	low	high	epoch-stim_trial-005_cue-low_stim-high	trial-006	-0.8283155463903437	1.731409180880204	0.31503680436547865
66	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	low	med	epoch-stim_trial-006_cue-low_stim-med	trial-007	-0.8283155463903437	1.5853546067780102	0.31503680436547865
67	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	low	high	epoch-stim_trial-007_cue-low_stim-high	trial-008	-0.8283155463903437	0.9803707753195958	0.31503680436547865
68	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	high	low	epoch-stim_trial-008_cue-high_stim-low	trial-009	-0.8283155463903437	2.152052103155192	0.31503680436547865
69	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	high	high	epoch-stim_trial-009_cue-high_stim-high	trial-010	-0.8283155463903437	0.8647573442631693	0.31503680436547865
70	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	high	med	epoch-stim_trial-010_cue-high_stim-med	trial-011	-0.8283155463903437	1.5310519749681457	0.31503680436547865
71	sub-0016_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0016	ses-03	run-06	pain	low	low	epoch-stim_trial-011_cue-low_stim-low	trial-012	-0.8283155463903437	1.4293138054953458	0.31503680436547865
72	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	high	low	epoch-stim_trial-000_cue-high_stim-low	trial-001	-1.2652320813739208	3.9299233534687685	0.5234201432553287
73	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	low	med	epoch-stim_trial-001_cue-low_stim-med	trial-002	-1.2652320813739208	1.9298065750784743	0.5234201432553287
74	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	high	low	epoch-stim_trial-002_cue-high_stim-low	trial-003	-1.2652320813739208	1.670232384750395	0.5234201432553287
75	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	low	med	epoch-stim_trial-003_cue-low_stim-med	trial-004	-1.2652320813739208	1.5940463432080652	0.5234201432553287
76	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	high	high	epoch-stim_trial-004_cue-high_stim-high	trial-005	-1.2652320813739208	1.6827074044635362	0.5234201432553287
77	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	low	low	epoch-stim_trial-005_cue-low_stim-low	trial-006	-1.2652320813739208	2.0677133859110732	0.5234201432553287
78	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	low	high	epoch-stim_trial-006_cue-low_stim-high	trial-007	-1.2652320813739208	2.0784257169571294	0.5234201432553287
79	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	low	low	epoch-stim_trial-007_cue-low_stim-low	trial-008	-1.2652320813739208	1.5972400383028296	0.5234201432553287
80	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	high	high	epoch-stim_trial-008_cue-high_stim-high	trial-009	-1.2652320813739208	2.359550060075846	0.5234201432553287
81	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	low	high	epoch-stim_trial-009_cue-low_stim-high	trial-010	-1.2652320813739208	1.7126318545344419	0.5234201432553287
82	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	high	med	epoch-stim_trial-010_cue-high_stim-med	trial-011	-1.2652320813739208	2.417479287767058	0.5234201432553287
83	sub-0017_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0017	ses-03	run-02	pain	high	med	epoch-stim_trial-011_cue-high_stim-med	trial-012	-1.2652320813739208	2.3047158249212676	0.5234201432553287
84	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	high	med	epoch-stim_trial-000_cue-high_stim-med	trial-001	-0.40363244579993757	4.423062102638107	0.42050560926646574
85	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	low	med	epoch-stim_trial-001_cue-low_stim-med	trial-002	-0.40363244579993757	0.0826511723405603	0.42050560926646574
86	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	high	low	epoch-stim_trial-002_cue-high_stim-low	trial-003	-0.40363244579993757	0.7482152405006983	0.42050560926646574
87	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	low	med	epoch-stim_trial-003_cue-low_stim-med	trial-004	-0.40363244579993757	0.7933284284803003	0.42050560926646574
88	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	high	high	epoch-stim_trial-004_cue-high_stim-high	trial-005	-0.40363244579993757	1.9389385553836318	0.42050560926646574
89	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	low	low	epoch-stim_trial-005_cue-low_stim-low	trial-006	-0.40363244579993757	0.5166052720184542	0.42050560926646574
90	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	low	high	epoch-stim_trial-006_cue-low_stim-high	trial-007	-0.40363244579993757	0.6138905721377873	0.42050560926646574
91	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	high	med	epoch-stim_trial-007_cue-high_stim-med	trial-008	-0.40363244579993757	1.5002699805791435	0.42050560926646574
92	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	high	low	epoch-stim_trial-008_cue-high_stim-low	trial-009	-0.40363244579993757	0.6690253117192675	0.42050560926646574
93	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	low	high	epoch-stim_trial-009_cue-low_stim-high	trial-010	-0.40363244579993757	0.9996442116581808	0.42050560926646574
94	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	high	high	epoch-stim_trial-010_cue-high_stim-high	trial-011	-0.40363244579993757	1.2216057636539563	0.42050560926646574
95	sub-0028_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0028	ses-01	run-03	pain	low	low	epoch-stim_trial-011_cue-low_stim-low	trial-012	-0.40363244579993757	0.5678784225942038	0.42050560926646574
96	sub-0031_ses-04_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0031	ses-04	run-01	pain	low	high	epoch-stim_trial-000_cue-low_stim-high	trial-001	-0.722270003470561	2.9522970221806095	0.24817091834698768
97	sub-0031_ses-04_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0031	ses-04	run-01	pain	high	med	epoch-stim_trial-001_cue-high_stim-med	trial-002	-0.722270003470561	1.70397320067618	0.24817091834698768
