sub-ID,SID,A#,Date,Session #,Staff,Time in Scanner,Audio Check (during scout),"ses-01
T1 
(Structural)",ses-01          T1 Quality Check,ses-01 T1 actions,"ses-01
DWI","ses-04
Fractional 
Run-01","ses-04
Fractional 
Run-02","ses-01,03,04
PVC 
Run-01","ses-01,03,04
PVC 
Run-02","ses-01,03,04
PVC 
Run-03","ses-01,03,04
PVC 
Run-04","ses-01,03,04
PVC 
Run-05","ses-01,03,04
PVC 
Run-06","ses-03
short-video","ses-02
Narratives 
Run-01","ses-02
Narratives 
Run-02","ses-02
Narratives 
Run-03","ses-02
Narratives 
Run-04","ses-02
Faces 
Run-01","ses-02
Faces
Run-02","ses-02
Faces 
Run-03","ses-01,02,03,04
Align Videos 
Run-01","ses-01,02,03,04
Align Videos 
Run-02","ses-01,02,03,04
Align Videos 
Run-03","ses-01,02,03,04
Align Videos 
Run-04",Scan comments?,T-Points for scan time?,# T-Points,BioPac?,EDA location,PPD location,BioPac Comments?,GitPush?,BioPac Saved?,Data on Rolando?,Data sent comments?,Post-scan: Debrief
sub-0004,SID001784,A003455,02/17/2021,ses-04,,8:20 AM,complete,N/A,N/A,N/A,N/A,complete,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- Used v2 protocol for arm site measurements
- No calibration for biopac before fractionals task
- Attached PPG to left toe (with EDA on base of left foot) because of participant sprain on right foot
- Paused and stopped biopac twice before beginning saxe task (due to audio)
- To Do: should probably add another fieldmap before PVC
- To Do: ""press s"" ""press e"" for narratives
- Ran biopac calibration before PVC (PPG was unhooked; EDA was hooked during calibration)
- Restarted PVC task because TSA was not in external control mode
- Restarted Align Videos because shutter was on
- Recalibrated biopac before Narratives task (PPG and EDA unhooked during calibration)
- Completed Narratives task during this session",N/A,,,,,,Yes,Yes,,,Yes
sub-0005,SID001711,A003457,02/18/2021,ses-04,,2:30 AM,complete,N/A,N/A,N/A,N/A,complete,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- Scan discontinued twice; had to reboot and start over
- Participant noted that his selections did not always turn green during fractionals
- Completed narratives task at end of this session",N/A,,,,,,Yes,,,,Yes
sub-0003,SID001117,A003460,02/24/2021,ses-04,"HJ, EM",10:00 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,"-BioPac issues within MatLab, ran without",N/A,,No,N/A,N/A,"-BioPac issues within MatLab, ran without",Yes,,,,Yes
sub-0005,SID001711,A003446,03/03/2021,ses-01,"HJ*,",,complete,complete,,,complete,N/A,N/A,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"Plateau 5s
- upper first, lower last
For the first run of PVC the biopac wasn't started for the first few seconds, but then was started around the time of the first stimulus. So you should be able to recover all functional information except maybe the first cue, but the first few seconds will be missing.
- video RUN 4 requires more time on the scanner.
- first participant to use v2 protocol for arm site measurements for all sessions",N/A,,Yes,,,,Yes,,,,N/A
sub-0006,SID001826,A003464,03/03/2021,ses-01,"HJ*, BH",09:33 AM,complete,complete,,,complete,N/A,N/A,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"align-video run-02 is 3-4s longer than the task, align-video run-04 is 2s shorter.",N/A,,No,N/A,N/A,,Yes,N/A,,,N/A
sub-0007,SID001830,A003468,03/04/2021,ses-01,"EM*, LS",N/A,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,,N/A,,No,N/A,N/A,,Yes,N/A,,,N/A
sub-0008,SID001829,A003467,03/04/2021,ses-01,"EM*, LS",11:50 AM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,- typo in SID. there were 3 zeros intead of 2 SID0001829. Makesure to update this on Rolando end.,N/A,,No,N/A,N/A,,Yes,N/A,,,N/A
sub-0009,SID001827,A003465,03/04/2021,ses-01,"HJ*, BH",12:11 PM,complete,complete,,,complete,N/A,N/A,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partial,,,,"- had to restart PVC task because the DTI put out 5 triggers before we pressed s
- matlab error message popped up at the end of 4th run - 4th run not saved",N/A,,No,N/A,N/A,,Yes,N/A,,,N/A
sub-0010,SID001831,A003469,03/08/2021,ses-01,"HJ*, MA",01:20 PM,complete,complete,,,complete,N/A,N/A,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"had to restart PVC run 1 due to ""5"" in matlab scripts",N/A,,No,N/A,N/A,,Yes,N/A,,,N/A
sub-0006,SID001826,A003470,03/10/2021,ses-02,"HJ, BH",09:03 AM,complete,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,complete,,,,complete,,,complete,,,,,N/A,,No,N/A,N/A,,Yes,Yes,,,N/A
sub-0009,SID001827,A003471,03/10/2021,ses-02,"HJ, BH*",11:40 AM,complete,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,complete,,,,complete,,,complete,,,,"- restart narratives-01 because of low volume
- restart align videos 01 because of wrong session number input",N/A,,,,,,Yes,Yes,,,N/A
sub-0010,SID001831,A003472,03/10/2021,ses-02,A,02:00 PM,complete,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,complete,,,,complete,,,complete,,,,,N/A,,,,,,Yes,Yes,,,N/A
sub-0002,SID001828,A003473,03/11/2021,ses-02,"HJ, BH",09:35 AM,complete,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,complete,,,,complete,,,complete,,,,,N/A,,,,,,Yes,,,,N/A
sub-0007,SID001830,A003475,03/11/2021,ses-02,"HJ, BH*",02:50 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,N/A,,,,,,Yes,,Yes,,N/A
sub-0008,SID001829,A003474,03/11/2021,ses-02,"HJ, BH*",12:17 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,,,,complete,complete,complete,complete,"- participant asked to adjust volume in between narratives run-01 and run-02
- participant did not press any buttons during the faces task. 
",N/A,,,,,,Yes,,Yes,,N/A
sub-0006,SID001826,A003476,03/17/2021,ses-03,"HJ*, MA",9:44 AM,complete,N/A,N/A,N/A,N/A,,N/A,complete,,,,,,complete,,N/A,N/A,N/A,,N/A,N/A,complete,,,N/A,"- scout repeat. FOV
- biopac ctrl+space is not really working",N/A,,,,,,Yes,,,,N/A
sub-0009,SID001827,A003477,03/17/2021,ses-03,"HJ*, MA",12:15 PM,complete,N/A,N/A,N/A,N/A,,N/A,complete,,,,,,complete,,N/A,N/A,N/A,,N/A,N/A,complete,,,N/A,,N/A,,,,,,Yes,,,,N/A
sub-0010,SID001831,A003478,03/17/2021,ses-03,"HJ*, MA",2:47 PM,complete,N/A,N/A,N/A,N/A,,N/A,complete,,,,,,complete,,N/A,N/A,N/A,,N/A,N/A,complete,,,N/A,,N/A,,,,,,Yes,,,,N/A
sub-0007,SID001830,A003480,03/18/2021,ses-03,"BH, EM*",12:09 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,no_data,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,"- PVC Could not start final run of PVC (pain trial) because medoc PC froze and TSA turned from green to white
",N/A,,Partial,Bottom left foot,Right big toe,"- PVC Biopac data was collected PVC runs 3-5, but we don't think it saved when the computer froze - shortvideo, alignvideo: No biopac for short videos or align videos",Yes,,,,N/A
sub-0008,SID001829,A003479,03/18/2021,ses-03,"BH, EM*",2:40 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,,N/A,,No,N/A,N/A,- No biopac data collected (errors in Matlab),Yes,N/A,,,N/A
sub-0002,SID001828,A003481,03/23/2021,ses-03,"HJ, EM",9:34 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,Partial,,,,,,Partial,,N/A,N/A,N/A,,N/A,N/A,complete,,,N/A,"- PVC thermode failure (8002) 
- PVC questionable biopac for the PVC runs (EDA) 
- short-video: audio was off (for first 2 min)
- Also, behavioural RA (MA) noticed that she dozed off a couple of times ",N/A,,,,,,Yes,,,,N/A
sub-0009,SID001827,A003483,03/24/2021,ses-04,"HJ, EM",9:34 AM,complete,N/A,N/A,N/A,N/A,complete,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- FRACTIONAL: running posner instead of spunt (look for participant 94)
- i.e. RUN1 = posner RUN2 = tomsaxe
- Biopac: PVC runs 01, 02, are saved in FRACTIONAL SAXE. Because of this, TTL from Medoc is not recorded. runs 03, 04, 05, 06 are collected in SOCIAL gtl ",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0010,SID001831,A003484,03/24/2021,ses-04,"HJ, MA",12:05 PM,complete,N/A,N/A,N/A,N/A,complete,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- FRACTIONAL: running memory insted of spunt (sub 94)
- FRACTIONAL: i.e. RUN1 = memory RUN2 = posner",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0006,SID001826,A003482,03/24/2021,ses-04,"HJ, EM",9:34 AM,complete,N/A,N/A,N/A,N/A,no_data,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- FRACTIONAL: no data from fractionals
- AUDIO audio doesn't work for the left ear",N/A,,,,,,Yes,,,,Yes
sub-0002,SID001828,A003485,03/25/2021,ses-04,"LS, EM",,complete,N/A,N/A,N/A,N/A,complete,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- AUDIO: said left earbud was silent during audio scan. We played music for her and she said it was corrected before first functional run
- PVC: The first pain task froze when loading, so we had to restart matlab. Worked fine after that, but there will be 2 extra chunks in the biopac data that correspond to 2 failed attempts.
- PVC: (Note added 4/5) this subject may have fallen asleep - PVC data indicates so. during the videos. May need to consider looking if their brain is an outlier later on",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0007,SID001830,A003487,03/25/2021,ses-04,"EM, MA",12:35 PM,complete,N/A,N/A,N/A,N/A,complete,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,,N/A,,,,,,Yes,,Yes,,Yes
sub-0008,SID001829,A003486,03/25/2021,ses-04,"LS, EM",11:45 AM,complete,N/A,N/A,N/A,N/A,complete,,Partial,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,- PVC: stopped PVC Pain2 due to TSA failure,N/A,,,,,,Yes,,Yes,,Yes
sub-0016,SID001833,A003491,04/05/2021,ses-01,"HJ, Terry",12:30 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,repeat_use,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,,"- started really late because audio was producing a lot of white noise + inbalanced
- PVC: RUN04 - new scout and new distcorr - yoked with run 456 (participant had to use restroom)
- PVC: during run 04 - heard a beep (50 degree program error) >> quickly stopped test - luckily was able to complete run (didn't interfere with run)",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0011,SID001834,A003492,04/05/2021,ses-01,"HJ, MA",3:10 AM,complete,complete,,,complete,N/A,N/A,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"- Had to re-run the scout and DWI (participant left clothing on)
- PVC: No biopac data for run 6 of PVC task (had not started)",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0013,SID001835,A003495,04/07/2021,ses-01,"HJ*, LS",9:30 AM,complete,complete,,,complete,N/A,N/A,Partial,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"- PVC: Run 3 of PVC task threw an error, so the last minute or so of data has no pain stimuli or ratings. It hung on a jitter screen. (TSA2 connection lost)
- PVC: Run 6 of the PVC task we stopped because the participant squeezed the emergency ball. She said the heat was much more painful than in the practice, but that she could tolerate it well enough to keep going. So we re-started that run (there will be an extra biopac run)",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0015,SID001836,A003496,04/07/2021,ses-01,"LS, HJ",2:45 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,- participant asked for T1 image and publication,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0017,SID001837,A003498,04/08/2021,ses-01,"HJ*, BH",12:04 PM,complete,complete,,,complete,N/A,N/A,Partial,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partial,,,,"- All: no biopac data collected
- PVC: no TSA; no pain runs for PVC task (skipped RUN 3, 4)
- Align Videos: re-did scout before align videos because headphones fell out of participants ears
- Align Videos: matlab error at the end of run (when prompted to press ""e"") unfortunately, the temp file didn't save the ratings. ",Yes,2,No,N/A,N/A,,Yes,N/A,Yes,,N/A
sub-0014,SID001838,A003499,04/08/2021,ses-01,"BH*, HJ",3:00 PM,complete,complete,,,complete,N/A,N/A,Partial,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"- PVC: no pain runs (skipped RUN 03, 04)",No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0016,SID001833,A003507,04/12/2021,ses-02,"EM, TS",12:00 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,complete,,,complete,,,,- Narratives: run 1 repeated,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0011,SID001834,A003508,04/12/2021,ses-02,"EM, MA",2:55 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,complete,,,complete,,,,"- Narratives: run 1 restarted (P couldn't hear properly during the narrative), restarted after run 02 due to biopac/medoc error (see biopac notes)
- Faces: restarted BioPac/matlab after each run (faces runs are not linked)",N/A,,Partial,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0013,SID001835,A003514,04/14/2021,ses-02,"BH, TS",9:10 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,complete,,,complete,,,,- delay starting scan (NARS (?) was disconnected),N/A,,Yes,Bottom left foot,Right big toe,"- had trouble sticking bottom EDA electrode at first, but got it secured 
- Faces: u3 error between run 1 and 2, and 2 and 3. Biopac files saved separately by each run. 
- Align videos: u3 error before start of first run. Did not affect data or file saving conventions.",Yes,Yes,Yes,,N/A
sub-0017,SID001837,A003516,04/15/2021,ses-02,"LS, MA",11:48 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,complete,,,Partial,,,,"- SCANNER ERROR during Align Videos Run 01. We had to remove participant, save log files, reboot, put participant back in which took about 40 mins in all. We skipped the rest of Run 01.
- Align Video Run 01 and only ran runs 2-4 because P needed to leave.
",Yes,2,Partial,Bottom left foot,Right big toe,"- Biopac: When pulling P out to reboot, one biopac sticker was disconnected.
- Biopac for Narratives: Run 1 mistakenly saved under AlignVid template, Run 2-4 did not record. 
Details: The Run 1 was accidentally run under the Align Video template, so it may be missing some channels. However, Runs 2-4 were saved as expected, along with faces and align videos (Later when saving these, they did not record anythingNo Run 2-4: ). ",Yes,Yes,Yes,,N/A
sub-0016,SID001833,A003526,04/19/2021,ses-03,"HJ, MA",12:20 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,,,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,N/A,"- From behavioural session: P may benefit from using both hands to use the track ball. Arm gets numb when bent so she has to keep them extended, which makes it difficult for her.
- PVC: participant said cue was misleading
- participant took bathroom break - left scanner after completing PVC
- Align Video: Run 01 not usable at this poiny (P could not hear the entire set of videos). Run 02 repeated.",N/A,,Yes,Bottom left foot,Right big toe,- Cold feet,Yes,Yes,Yes,,N/A
sub-0011,SID001834,A003527,04/19/2021,ses-03,"HJ, MA",2:50 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,Partial,,,,,,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Partial,,,N/A,"- PVC run 02 (pain) stopped in the middle. no connection (however, TTL bells were in the background. ) Maryam took a photo of the error message >> check spacetop recruitment channel
- alignvideo even though we checked audio right before short video, participant reported that they could not hear anything during run 1",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0013,SID001835,A003531,04/21/2021,ses-03,"EM, MA",9:30 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,,,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,N/A,,N/A,,Partial,Bottom left foot,N/A,- Only collecting EDA since (PPG) transducer is broken,Yes,Yes,Yes,,N/A
sub-0020,SID001845,A003533,04/22/2021,ses-01,"HJ*, Terry",9:40 AM,complete,complete,,,complete,N/A,N/A,complete_dontuse,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,"- PVC Participant didn’t understand the instructions
did not rate “expect” ratings
did not use button for logging in ratings
Has been instructed after 1st run, and has been rating correctly afterwards",No,,Partial,Bottom left foot,N/A,- Only collecting EDA since (PPG) transducer is broken,Yes,,,,N/A
sub-0017,SID001837,A003534,04/22/2021,ses-03,"EM, Terry",12:00 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,,,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,N/A,- PVC restarted run02,Yes,1,Partial,Bottom left foot,N/A,- Only collecting EDA since (PPG) transducer is broken,Yes,Yes,Yes,,N/A
sub-0014,SID001838,A003535,04/23/2021,ses-02,"EM, MA",2:40 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,complete,,,complete,,,,"- Narratives: Run 01 scan ended before task, Run 02 scan ended before task. Runs 03 and 04 scans ended with task.",No,,Partial,Bottom left foot,N/A,"the biopac files don't open. The message is that the file is corrupted. ""Do you want to attempt to recover the file"" and when clicked ""Yes"" and it opens but there's no data on it.",Yes,Yes,Yes,,N/A
sub-0016,SID001833,A003547,04/26/2021,ses-04,"HJ, MA",12:00 PM,complete,N/A,N/A,N/A,N/A,complete,complete,Partial,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- PVC run-03 thermode was dislocated and participant rated ""no-sensation
- PVC run-03 connection failure
- PVC run-04 external control ""cancled"" (from previous failed run)
- PVC run-04 7th run was weird, which led to a loud beep. we immediately pressed exit test. This led to Medoc skipping the next trial. No 8th trial. 
- ALIGN VIDEOS: was missing align videos. found data under sub-0156. Time of file creation matches scantime",N/A,,Partial,Bottom left foot,N/A,- Only collecting EDA since (PPG) transducer is broken,Yes,,,,Yes
sub-0011,SID001834,A003548,04/26/2021,ses-04,"HJ, MA",2:24 PM,complete,N/A,N/A,N/A,N/A,complete,,Partial,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- PVC pain run the subject was ran under John Smith
- external control window appeared twice and since we expected error in temperature treshold, we closed out. We missed a couple of runs at the end (Heejung will later provide details on which ones)",N/A,,Partial,Bottom left foot,N/A,,Yes,,,,Yes
sub-0013,SID001835,A003555,04/28/2021,ses-04,"EM, LS",9:10 AM,complete,N/A,N/A,N/A,N/A,Partial,,complete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- Fractionals Run01: in the last minute of the task the subject stopped the scan with the emergency ball and said her answers weren't recording. We discovered that the trackball right button was stuck and not recording responses at all. We had to swap out the trackball with the upstairs one. 
- Further, the biopac  network connection was not working properly, so we did not collect biopac data for fractionals. We did collect biopac for all remaining tasks.",N/A,,Partial,Bottom left foot,N/A,- Acknowledge not able to connect to any device error. Troubleshot in time for PVC. ,Yes,Some missing,Yes,,Yes
