,singletrial_fname,Reddan18CSplusvsCSminus
57,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.48195246
58,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,1.6119807
59,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,1.1933757
60,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,0.38552174
61,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.14392929
62,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.11384289
63,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,0.37471312
64,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.5085323
65,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.0024385448
66,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.20883468
67,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,0.08576523
68,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.42938823
69,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.36212394
70,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.41254923
71,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,1.0310398
72,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,1.4280647
73,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.10580921
74,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,0.686525
75,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,1.1109005
76,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,1.2039571
77,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,1.8553098
78,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.7024879
79,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,1.4205347
80,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.36540958
81,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.57533944
82,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,1.3202674
83,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.96803075
84,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.3537465
85,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.027618436
86,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.22144018
87,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,0.2275633
88,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.54763293
89,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-0.19234104
90,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,0.5958749
91,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,0.44031784
92,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.06623066
93,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,0.32789046
94,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.1985092
95,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.33846712
96,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,0.7994337
97,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,0.4082726
98,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.005810433
99,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,0.6102928
100,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz,0.27134144
101,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,0.4162103
102,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz,0.19473292
103,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,0.25121868
104,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.5672096
105,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,1.3625511
106,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.73807436
107,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.56759226
108,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,0.3076038
109,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,0.591574
110,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.35144112
111,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,0.27169162
112,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,-0.33190235
113,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,-0.024597323
114,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.19004926
115,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,0.7346982
116,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz,0.6524968
117,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.82439643
118,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.36717555
119,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.120826945
120,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.315587
121,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.23249272
122,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz,0.85455686
123,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-0.2989932
124,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.7789268
125,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.2910953
126,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,0.29113525
127,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz,0.29293838
128,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.020950675
129,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz,0.67267686
130,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz,1.0006105
131,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,0.14503054
132,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.28771114
133,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz,0.5613799
134,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,1.1723825
135,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz,0.49522159
136,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,1.0706918
137,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,0.3911764
138,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,1.0708721
139,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,1.462105
140,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz,1.1500224
141,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,0.03407725
142,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,1.4634196
143,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz,-0.03307544
144,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,0.9701246
145,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.32868072
146,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.04515173
147,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-0.23883538
148,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,-0.23245685
149,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.8377489
150,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.51877105
151,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,0.066615336
152,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz,-0.32194516
153,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,0.09970535
154,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.34595096
155,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.7319159
156,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,0.4900267
157,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.3974191
158,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.87684816
159,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,0.728125
160,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,1.0462818
161,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,1.1467775
162,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.6262178
163,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,0.9857988
164,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,1.8390329
165,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.42816073
166,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.9138611
167,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.06569107
168,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,0.32541925
169,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.558798
170,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,-0.85283506
171,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.36691967
172,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.30094245
173,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.19558443
174,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,0.033558547
175,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.95543176
176,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.54187244
177,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,0.20918773
178,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.4312093
179,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,0.71566516
180,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,2.95995
181,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,1.7865161
182,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,2.1326842
183,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,2.3886678
184,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,3.5767677
185,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,4.348873
186,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.415267
187,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,3.836155
188,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.97781783
189,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,3.567576
190,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,1.9510169
191,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,2.4622374
192,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.6116219
193,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.58252025
194,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-1.13076
195,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,0.0726979
196,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.09382088
197,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,1.1188782
198,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.8016595
199,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.055480853
200,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,-0.2821646
201,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.32735175
202,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.872656
203,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,1.7799181
204,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.32397792
205,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.7224165
206,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,-1.521594
207,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,0.31006387
208,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.049815413
209,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.08087582
210,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.10084735
211,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,0.9046367
212,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.5112121
213,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.3085361
214,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,-0.44780004
215,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.39337602
