,singletrial_fname,FMpain
32,sub-0002_ses-01_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.65263355
33,sub-0002_ses-01_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.2921801
34,sub-0002_ses-01_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.23907076
35,sub-0002_ses-01_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.6787742
36,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.1460068
37,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.078548424
38,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz,-0.3216702
39,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.20948756
40,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.037765972
41,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.36853668
42,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.17912628
43,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.39292902
44,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.120949924
45,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,-0.6524504
46,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,-0.7904902
47,sub-0002_ses-01_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,-0.4778257
48,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.30939865
49,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,0.11652143
50,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-1.2776529
51,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-1.8916166
52,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz,-0.11962984
53,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-1.609114
54,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz,-1.4779586
55,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,-1.4306904
56,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.41273063
57,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,0.5909481
58,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-1.8929203
59,sub-0002_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.40856707
60,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.29586977
61,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-2.5386035
62,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.0005336562
63,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,-0.585447
64,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.03082787
65,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.34275615
66,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.14987618
67,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.39032468
68,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.17078538
69,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.52699155
70,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.5247542
71,sub-0002_ses-01_run-06_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.010369494
72,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.08147771
73,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.15186033
74,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,-0.15869772
75,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,0.0031566839
76,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.60365206
77,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.0012314215
78,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.0909611
79,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,0.06852418
80,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.20834096
81,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.30727425
82,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,-0.31212527
83,sub-0003_ses-01_run-01_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.12236462
84,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.679751
85,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.15422776
86,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.012509992
87,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-0.28961623
88,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.18166773
89,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-0.062015347
90,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.32498473
91,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,0.029431568
92,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.20997071
93,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-0.15336108
94,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.1616452
95,sub-0003_ses-01_run-02_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.075692154
96,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.18643653
97,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz,-0.27971038
98,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.014086133
99,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-0.34053063
100,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-med.nii.gz,-0.36376515
101,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.3475046
102,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-high.nii.gz,-0.33450755
103,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,0.041587595
104,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.35300946
105,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.26054603
106,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.21295863
107,sub-0003_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.2665198
108,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.5755854
109,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.40272373
110,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.36828497
111,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii.gz,-0.52301717
112,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,-0.11508117
113,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,0.05506284
114,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.2688671
115,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz,-0.30425715
116,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-med.nii.gz,-0.3523166
117,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.46182048
118,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-0.32486853
119,sub-0003_ses-01_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.75084025
120,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.23113109
121,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.30017427
122,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz,0.10974795
123,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-0.098679684
124,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,-0.20259893
125,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,0.23612067
126,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.7315695
127,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz,-0.11373725
128,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.100992925
129,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz,-0.35960108
130,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz,-0.2502354
131,sub-0003_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.2893749
132,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.114355184
133,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz,-0.4381862
134,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,0.09187541
135,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz,-0.16383791
136,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.12264942
137,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-low.nii.gz,-0.18979059
138,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.3898199
139,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.79050434
140,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz,0.31289217
141,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,-0.024980739
142,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.5789088
143,sub-0003_ses-01_run-06_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz,0.50857645
144,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,-0.92038184
145,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.44431692
146,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.42922
147,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,0.01680636
148,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,0.25747094
149,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.5226164
150,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.5822932
151,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,0.38715935
152,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz,0.046754513
153,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.151849
154,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.24505848
155,sub-0004_ses-01_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.4798517
156,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,0.20795752
157,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.09169383
158,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.31955513
159,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,-0.06932705
160,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.08729075
161,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.19747305
162,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.27164927
163,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.0144376
164,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.23060754
165,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.33996066
166,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.020556504
167,sub-0004_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.09329913
168,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,-0.49556023
169,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.24346268
170,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,-0.491769
171,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.23399323
172,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.53390074
173,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,0.12965456
174,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.26238483
175,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.3772244
176,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.33976734
177,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.002844866
178,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.00021471882
179,sub-0004_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,-0.34478328
180,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,1.5414557
181,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.5587857
182,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,1.127812
183,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,1.4184661
184,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,1.6257414
185,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.98523796
186,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,1.0433185
187,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,0.7536636
188,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.61428595
189,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.21425942
190,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,0.40304172
191,sub-0004_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.661368
192,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.31848896
193,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-1.2806257
194,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.3273767
195,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,0.08640607
196,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.059517976
197,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-1.3218658
198,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.4968746
199,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.15226981
200,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,0.43029624
201,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.02163753
202,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.24421765
203,sub-0004_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-1.3726178
204,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.013900901
205,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.014689386
206,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,0.85871845
207,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.2542461
208,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.37122884
209,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.37706006
210,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.72102207
211,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.70965886
212,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.03655755
213,sub-0004_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.28188607
