mean_ExpL_Subj_N1,mean_ExpL_Subj_N2,mean_ExpL_Subj_N3,mean_ExpH_Subj_N1,mean_ExpH_Subj_N2,mean_ExpH_Subj_N3
48.950923268386,48.8450153623838,48.9274640548352,49.1070459865713,49.2174009172785,49.0800990481748
48.8577871446354,48.8091245112971,48.7534897715223,49.1116345197975,49.0852401361713,49.1970573865549
48.9569127019946,48.9377810777483,49.0389683703011,49.2112093320093,49.1269927544046,49.1404016112839
48.500733536956,48.4923786747684,48.5347854657341,49.5302133513535,49.5382441216535,49.4684543694109
48.7572629237311,48.7631371541148,48.696209862031,49.2043877291075,49.1276748502676,49.1653162534942
48.9650152150897,49.0270761389364,48.8923045520265,48.8278317746415,48.6486768587662,48.7365253751268
48.9759871634758,48.8839405217196,48.9544222418236,49.161944654894,49.2173710582031,49.1368049306978
48.9302776031595,48.95601008941,48.885941182559,48.830651170033,48.7591357340511,48.9499074926693
48.6257322315814,48.7669070401427,48.8969195721892,49.1922910267003,49.100878741278,49.0911933615697
48.1330403302539,48.145859349837,48.1352888335499,49.8137221498012,49.8058570618332,49.8039788944036
49.0412408751917,49.0204810935507,48.9400080063028,48.8958024229439,48.8353631422013,48.7867940635742
48.8331003497211,48.933252914545,48.9384596288263,49.0125193011526,48.9121790502091,48.8292515364539
48.8051107528259,48.8554225420251,48.9172778927768,48.9431080902592,48.9042431792685,48.9135913820036
48.6887570485976,48.6228293069456,48.6660648660302,49.1700556420297,49.1263119833751,49.1533479524047
48.4080042767738,48.4007005108066,48.4159868686628,49.5468240196883,49.5625262757574,49.5347907959161
48.8858235208907,48.8963494816043,48.8434882183598,49.3707164121425,49.4090988809087,49.4927101897649
48.7113474919226,48.6073185153381,48.6555982696059,49.2337496485486,49.3015771114362,49.2293571896629
48.6275890779224,48.7287352066097,48.6345847740993,49.098909786848,49.0801329293929,49.0438496199789
49.0779873087859,48.96300181468,49.1152127553623,49.1384783300487,48.9831837220137,49.0777962771321
48.9716035371517,48.868396629801,48.8675528609858,48.9120395508202,48.957380460884,48.9040217227645
48.857214236015,48.8580427212132,48.7801203553527,49.212860263614,49.159880923235,49.2862263818289
48.9094049308409,48.8445825820573,48.9119747649548,49.1636843678219,49.1344860832092,49.0868499683178
48.5420237136841,48.5639719157616,48.5317526479128,49.5346339251661,49.495934918775,49.5271019724324
48.8177104863761,48.7736422282445,48.8518797836311,49.1527335024734,49.1582369506481,49.0711180821107
48.505494078195,48.5111263098168,48.488132417155,49.2687137033401,49.2376004750247,49.2044738050043
48.7195256795345,48.6826545372411,48.7017335483301,49.2392543423373,49.2414242262506,49.2574403794895
48.8253075555181,48.9535129457058,48.846611564868,49.2873562869473,49.2169741468342,49.2688931181491
48.4856011839303,48.4902627367514,48.5167844197568,49.5001435862762,49.4607188713854,49.4415800021667
48.6574296991967,48.7262040765387,48.6924614003738,49.2592055647999,49.1891541099028,49.2357512643018
49.0249586737522,48.8609865924377,48.984106486113,49.0241909795003,48.9524690614301,49.1724936726516
48.9581126675831,49.0299841412235,48.9837093517232,49.2612033356278,49.2593076843413,49.2512349381291
48.9866344406579,48.9762915089659,48.9308334697819,48.9779218215974,48.8193213241043,48.8787008690955
48.8454001771055,48.8538655991851,48.8917943195938,49.0870623297618,49.1087787854255,49.0768976580612
48.8687329975451,48.8978917593445,48.9711147676079,49.11935420946,49.0919518558096,48.9687212727464
48.982362955086,48.8269048299606,48.9592830540324,49.0814306430081,49.1001861144838,49.1134491060532
48.8771581802085,48.8568039269329,48.8988273361521,49.0752108956651,49.1278594552697,49.0470918683972
48.9315099690782,48.8789488873567,48.8144659018611,49.115244264625,49.0681920417806,49.0744105263044
48.7553976796775,48.8435541244747,48.843466498624,49.4165867039008,49.3330836161492,49.34199630243
49.0513772337464,48.9397308767789,48.9918901711198,49.1419135573082,49.169383956334,49.0771875174966
48.8938037799097,48.9789308884871,48.9478642993271,49.2076761852939,49.1596132091384,49.1195498767929
48.791180373115,48.9024021013768,48.8384116169645,49.1465873193045,48.9928754703857,49.075677497963
48.9912251622318,49.010398197447,48.9750963290965,49.1692614331786,48.9733754604882,49.124385023388
48.8905877724877,48.9261814557896,48.8762155211798,49.0745015500329,49.0267265116904,48.9871913736821
48.9717066938553,49.091110638912,49.0902032294861,49.1017896748514,49.0620899704842,49.035724832664
48.2866805697598,48.2811345086661,48.283022633519,49.6722951953903,49.660593800079,49.6570109727614
48.8665528838388,48.7964480979402,48.747601356426,49.0957690548078,49.0366979013684,49.12624532385
48.4353027175757,48.4956887353236,48.4540311843607,49.620092338435,49.5689742820656,49.5778619523941
49.0158947938663,49.025847081368,48.9826520026788,48.9768662584591,48.9428659185132,48.9080001660625
49.0946200808776,49.0608908232805,49.0209108728266,49.3073398739924,49.1554490397055,49.210000629776
48.8906766715441,48.9170977941948,49.0199072828944,49.0856440038774,48.9985163792851,49.0244131728079
48.5953388908896,48.7192850477607,48.6788820791201,49.259226132798,49.1977947452314,49.1500589099406
48.9374538702249,48.9224794215102,48.861029115103,48.9936280489864,49.0558987213919,49.0886609035683
48.8523785400236,48.8284022815251,48.7947587419921,49.1986036342103,49.2352339964435,49.1834516020812
48.9442801176118,48.7145716323624,48.9193718372397,49.135577254145,49.2824472658894,49.0829818778964
48.6792418628188,48.7166212350557,48.7275937348235,49.2907174690843,49.2731265598673,49.2106322156882
49.0274396128316,48.9828572104067,49.0762771256871,49.119064049736,49.1301217426701,49.0396752603483
48.8158325695311,48.8355814071061,48.9077615541472,49.2401819392962,49.1432649642171,49.1599758869336
48.5164539675817,48.4762814383413,48.4818909686806,49.4434296161609,49.4670761758168,49.4627049364726
48.8951458096363,48.8765278811941,48.9116780698769,49.0681277316327,49.0869343256997,48.9587730276313
48.8082937598858,48.7445368017941,48.9492591170222,49.0629162661088,49.0136213774417,49.1006917143128
49.0329695654985,48.9116353561559,48.8838746746418,49.1604247770766,49.2253311565931,49.1992867922777
49.0032252328161,48.9122529247352,48.995052563899,48.852032203209,48.8139737968744,48.7911611845187
48.584979511266,48.6286428751977,48.5067870460689,49.4127662997449,49.3433799983847,49.4221811559226
48.4934531175656,48.4291023860512,48.4291962318381,49.462397838731,49.5406517005805,49.5380402637276
48.8503965342322,48.8240156462655,48.8028188084977,49.2128394951246,49.1532642725847,49.2676638659128
48.9395894571559,48.9346595647098,48.9685920702363,49.0172385764354,48.9910304794804,49.0077801761974
48.9617592871986,48.8615998493175,48.8976788620937,49.0335860137675,48.9942712128395,49.0172072825072
48.8935234157362,48.9440090887272,48.9882059116127,49.1853387034757,49.1267176788554,49.0475228876492
48.8913683487292,48.8653420449732,48.892011539787,49.2646245607278,49.2491400879211,49.1533688582558
48.7456301974087,48.7112183925369,48.7685893077524,49.1284792045612,49.1578623125988,49.0433296675785
48.8712508686894,48.9245880368356,48.848483283135,49.0829408251415,48.9743688492941,49.0587458472313
48.8501985360619,48.8542147271642,48.7916759654251,49.3854509642675,49.328355995141,49.3828462923443
49.0054132598584,48.9404282970469,48.9297742678614,49.0260504077486,48.9884678683698,49.0721950082991
49.1272949657953,49.0286658837439,49.0058463665399,48.9806741354918,49.0381812608339,49.0063836624922
48.705557042916,48.7482590450995,48.7255985429991,49.194448383963,49.0769054652185,49.0708938559176
48.4921461703325,48.3866731332072,48.4472675986456,49.6366795653683,49.7395467589995,49.6633035990612
48.8385762054512,48.7959266496993,48.8627544850196,49.2437065225572,49.2506899034705,49.1946008479469
48.3542050255952,48.434380216326,48.3522938777034,49.6301655168213,49.4935072096355,49.5955589607103
48.7919370589971,48.8091718368125,48.7388747131965,49.0853899932372,49.0307236495238,49.0566724457932
48.904023556465,48.8210422002434,48.7978382055016,48.9678517038855,48.9564744443133,48.9895060555329
48.8377841063745,48.8593036852923,48.8052787416338,49.2400162461735,49.1550128679862,49.1980143945012
48.8436784264987,48.7643903715035,48.8255721976267,49.1431380049029,49.1766174704536,49.1085635875822
48.6763261139084,48.7555391955618,48.7094285607577,49.2810097262741,49.1951763599593,49.1944494776151
49.0104949670352,48.9730741907366,48.9627370397616,48.9831063173523,49.0861237275291,48.933963402522
49.0610233649641,49.0298959722371,48.9313952761503,48.9803283090207,48.8873436695583,48.8794496263057
48.9476587017347,48.9758933553686,48.879354100703,49.1715965991883,49.0917833109259,49.0861025835782
48.9553648704162,49.0104030684422,48.8768739010964,49.2125426492177,49.1655415518329,49.1479314337567
49.0618910523677,48.9617518588138,49.0292590094724,49.0637890043208,49.0990817230644,49.0649247766795
49.2069919601816,49.0909364973604,49.0118346369172,49.0521286102262,49.043550773647,49.143783723434
48.7322876561565,48.8028293917384,48.717051061899,49.2677969277233,49.1714573785899,49.2216050992774
48.8341675778856,49.0447401984274,48.8776820909871,49.1583030196324,48.9475423200871,49.109427503238
48.8960917660689,48.9165203236059,48.9231589529514,49.2181951985457,49.2107928131154,49.1356156062261
48.953455863036,48.9666995642945,48.8992340015108,49.1287773375559,49.1062958987612,49.1230263447518
48.7657153277981,48.8199562826928,48.7861635916921,49.0657679022539,48.9336920008212,48.9022429837611
48.2443203595313,48.2265106814228,48.302139934407,49.6896615367142,49.7021253843878,49.6616444875562
48.6089634725277,48.5745187097877,48.5760542034194,49.5398249586883,49.5607598751509,49.5440432568934
49.0160390226357,49.0054305860986,49.0331806962126,49.000682248446,48.9570759414212,48.9085259240987
48,48,48,50,50,50
48.9236562930355,48.8382224183182,48.8789738246484,49.160235117788,49.1540453750886,49.1152436116918
48.4575041900609,48.3818912794919,48.4777585339804,49.5658088127012,49.6313227015097,49.5256599302367
48.5915198337841,48.6587847537067,48.7487275182683,49.167344918008,49.1312401824038,49.1318172685089
48.74443515949,48.7345086741393,48.7465748510219,49.1378953764802,49.1386389988909,49.1688959464711
48.878170352423,48.7968942393027,48.908850048594,49.189881480658,49.2189046034889,49.1347605583934
48.8591922634309,48.7631172484456,48.7351225436978,49.372417485019,49.4340191844134,49.4440294260837
48.1340570158108,48.128596002401,48.101163601782,49.7924784617001,49.7895856102554,49.8389733548692
48.6778474924992,48.7118959394467,48.6885219137631,49.2067325093462,49.1667275594919,49.1287022514996
48.863093126356,48.8689858652151,48.8682378037767,49.1410562328109,49.210425171859,49.3665146475656
48.9026764787192,48.8632477014574,48.8775188196474,49.0391582521473,49.0696961606522,49.0646161254468
48.600713063787,48.5750011781819,48.5291119110561,49.2493566285226,49.256667581828,49.3310850966409
49.0004159347825,49.0946103546904,48.9989530302336,49.2337090034752,49.0572832242941,49.2118924675929
48.3573049419666,48.3696489914676,48.3638843357981,49.5726817020768,49.5464109061295,49.5431727333936
48.8555308889796,48.7549069940588,48.8006928890864,48.999275073141,49.0068766705422,49.0329235717434
48.9507569778036,48.866312987356,48.8653307496361,49.1979529044878,49.2160214945521,49.1842673555527
48.7033169192913,48.6741113302785,48.6829582983488,49.1395273515821,49.1143593208545,49.1156832208529
48.8697439088942,48.873066104665,48.9040456577073,49.0836719256349,49.0736371445801,49.0715477014491
48.9529756249619,48.9544904231557,48.9206722292509,49.0299674009931,48.986748570851,48.9708963088624
48.8416881815443,48.9152824054184,48.8234090418352,49.1689446637442,49.0535727029907,49.1441751389351
48.8349701076234,48.8374508377072,48.7662888787263,48.8441914536983,48.8444497087315,48.8698713219494
48.9626142959041,48.946570295599,48.8535018509069,49.0509243477405,49.130421433801,49.0895793224534
48.2686458385054,48.2934534306614,48.2868817403622,49.6815160891599,49.6434888288917,49.6580460816391
48.823229365654,48.8891750181337,48.8267509600096,49.1591586198371,49.1907126400517,49.1488243483092
48.6248822158508,48.5515577705094,48.5474797462066,49.445464266989,49.5050550903998,49.5082291987048
48.9112339984794,48.8092009267747,48.8424952665821,48.9741509276314,49.0420142413874,48.9534179035328
48.9522946522788,48.9029523342859,48.9408124283994,49.2347621822124,49.276571856547,49.262780437585
48.7515519359637,48.7178074762813,48.7328212981083,49.2199300428546,49.2194763627128,49.1832333769935
48.7879180711471,48.8500715591637,48.9033512310834,49.1852817510443,49.1551197454499,49.0478407350757
49.0145836129675,48.9887271388777,48.9934498548113,49.0132101311531,48.9300934581961,48.9182770032802
48.9149943551006,48.9626299824222,48.8790609275525,48.9718485451835,48.9194456279336,48.90654595969
48.9929317299335,49.0112599378601,48.9563572740247,49.1335625291425,49.02897618751,49.0146072402427
48.5412482997515,48.534483429099,48.4681548734239,49.6238593393437,49.6505137767285,49.6832865591186
48.6304863877255,48.5780045227411,48.6266093061622,49.3120333867126,49.3306158293911,49.2597011436163
49.1078411438687,49.0217184218193,49.0320611141802,49.0148653254709,49.1904842636286,49.0573139505608
49.0920095184318,49.1282037887599,49.014444917196,49.3154364274413,49.2533433946929,49.2528626227372
48.9467741271286,48.9139318070416,48.9596485729326,49.0133244167569,49.1296620288558,49.0183080590087
49.0894207023333,49.0994967141692,49.1178843133882,49.1320027801948,49.0902880041377,49.009461199592
48.5957348310742,48.7907703449741,48.6922691259237,49.3658730997513,49.2146320048895,49.2722818671894
48.715907147599,48.6229363454458,48.6393458012149,49.360707457798,49.4191606406531,49.3941547365646
48.6685174015922,48.6181728382921,48.5666698574108,49.3582804204477,49.4166083017026,49.4330301310795
48.6900562205753,48.8647480203427,48.8321326872497,49.210635568763,49.0530865705906,49.1431789132833
48.7934746285825,48.7718293398169,48.8657004028699,49.1515152884171,49.1759945217732,49.0721457387994
48.9879719942605,49.1298426516193,48.9937755619099,49.1610017817914,49.051447351903,49.0785591956231
48.7931429849129,48.7911393415562,48.7634502851769,49.0266672927316,49.0107474996224,49.0092067018507
48.6629263171424,48.5314044376347,48.6562136766891,49.3048935504249,49.3525727614022,49.2820789513973
48.9385199089277,48.8501137465852,48.8607498367413,49.1158306249193,49.2399181591074,49.1712402435225
48.4704107254751,48.4280088337627,48.5150871762854,49.4356186823054,49.4291483836368,49.3610713992559
48.6909488514242,48.6792231803306,48.7165813725763,49.1349405795739,49.2641224496974,49.2359816782032
48.9465489434167,48.9287033380899,48.9538280252883,49.1631271937827,49.1530366522942,49.0985391475725
49.0996408875296,49.0165738562601,48.987730155379,49.0067122896236,48.9991930428177,48.9840481036497
48.8584604512536,48.8089926536221,48.8055346143523,49.0169898149771,49.1606732150488,49.1554695588916
49.0840683262082,49.0131527999028,49.0117167679163,49.0901962781177,49.0502124917917,49.0494982305843
48.7588981397261,48.9156111944438,48.8504689837327,49.2072809451015,49.1438886671149,49.0608098230548
48.8317176332815,48.8401522127561,48.786127566874,49.0877183875702,49.0667275818257,49.1099084929616
48.1463361485798,48.1806006923167,48.1588153637289,49.86848639678,49.8325470509432,49.8517292139911
48.6222200304069,48.7030021107678,48.7283396856885,49.5508589039887,49.4164920800387,49.4185111555311
48.8406663061146,48.6169039362452,48.8478988821189,49.1285951772978,49.2151161568242,49.1024316405166
49.0488091600566,48.8945079280718,48.9969061470495,48.9852260664433,49.1428748627283,48.962438736191
48.5239896845114,48.5239527825475,48.5394294657649,49.490824476462,49.4777827140076,49.4495572039103
48.6968188439447,48.6896184056714,48.707085826125,49.2407695241254,49.2557059920138,49.1810693179794
48.6906397443204,48.7166219325056,48.7409319501198,49.0446261685512,49.0435255536473,49.1069534305265
48.3155468843133,48.2980681757344,48.3477635823723,49.6794551594939,49.6863982022076,49.6432660944701
48.8800223028752,48.9129013489817,48.8984219506577,49.1825367585245,49.2806343477896,49.2371493717597
48.8276980209642,48.7199235928126,48.8212205434569,49.2425059512879,49.2155182446917,49.1521579642239
48.4456922761675,48.3454986374367,48.4121673984108,49.6080583201846,49.679692367001,49.606118201296
49.0714298403431,48.9281411207899,48.9778397812101,49.2033963012107,49.280952269948,49.2838028264677
49.0275851986003,49.0429389962054,48.9605821786922,48.9535652061337,48.9719989480042,48.9295243947024
48.7174417937845,48.5607348064591,48.8036845903271,49.2045914424139,49.2097615943275,49.1477618261217
48.8237018562386,48.8136948655359,48.747552577017,49.3892235280821,49.3574702203096,49.3962555251779
49.0602257133527,49.0429586375032,49.0242292506039,48.9822624751293,48.9874359779982,48.8990023312244
49.063911094846,48.9898092616118,49.0472000117284,49.0829231112409,49.0191254854773,49.1235077880865
48.8132012509999,48.7748055805618,48.7789157894567,49.110952343445,49.0413938633156,49.093124151494
48.9065463683473,48.8689329883311,48.7198148764323,49.2793096374452,49.2956200009132,49.4080812108823
48.6415198879089,48.7213457511733,48.6025499598006,49.3986890155186,49.334598939598,49.4094631365566
49.0673941228016,49.0060485933498,49.0011204080989,48.9406325340382,49.0432916641854,48.9718293013897
49.0075556928529,49.0241542210809,49.0681468842341,49.1442659401874,49.1283739252734,49.0782386892796
48.9938019136972,49.0292959975777,48.92291915533,49.3724620641812,49.2854341786288,49.4240805457481
48.844938527135,48.7982008052065,48.7729113251973,49.3550383616567,49.366376973865,49.3846145298047
48.5548217300536,48.5168753493019,48.525102761267,49.2668391493248,49.311704713852,49.2654027751495
48.8821024989891,48.8809635602002,48.9035046032021,49.1406047081825,49.0727189471745,49.0078332141753
48.573897682411,48.6018023328624,48.4869379277194,49.4288593636372,49.3893498240025,49.503550841385
49.0292621021059,48.9754034110905,48.9401422811173,49.1157851465151,49.3031560852108,49.1987583493297
48.7155154675572,48.6780460856202,48.6863592900832,49.3588748976808,49.3634090118462,49.3615742868558
48.9225514666748,48.9264871009274,49.001325038824,49.1596286168271,49.1761767943892,49.051523675108
48.69852648436,48.6683474940477,48.6477917793242,49.2729431428581,49.3040420704185,49.2625849484325
49.0122000930627,48.9952027566034,48.9014892572304,49.1152720512287,49.0426267823987,49.1296216736962
48.7823248570122,48.8770631502197,48.7920432129841,49.101320467398,48.9914994034282,49.0287066157876
48.9270929473815,48.892346253577,48.8801108523238,49.2876348570533,49.3122336021877,49.2571034268794
48.8478188693061,48.7219295550469,48.729535112863,48.9356628204485,49.0186264579138,48.9575904467219
48.6725035447973,48.7505071469022,48.7101867554349,49.3135687802613,49.2754555720813,49.2248392260811
48,48,48,50,50,50
48.7327573426249,48.7646993421689,48.7704495081278,49.3083902336364,49.27210894176,49.2269018956314
49.0642476718108,48.9768967619797,49.0200421711277,48.8960880077883,48.9150683735418,48.9534855029608
48,48,48,50,50,50
48,48,48,50,50,50
48.7880491704735,48.8402838954258,48.834521776464,49.1744842356982,49.0973661849011,49.0924104052012
